Plusle,0.761875
Dialga,0.7625
Reshiram,0.76375
Ho-oh,0.76625
Leavanny,0.766875
Groudon,0.7675
Unfezant,0.77
Zekrom,0.77
Haunter,0.77
Yanma,0.773125
Jynx,0.77375
Grovyle,0.77625
Magmar,0.78
Xatu,0.790625
Frogadier,0.793125
Drapion,0.795625
Yanmega,0.795625
Darmanitan Standard Mode,0.795625
Gliscor,0.795625
Sawsbuck,0.79625
Sharpedo,0.796875
Leafeon,0.796875
Kadabra,0.796875
Houndoom,0.796875
Electivire,0.7975
Uxie,0.7975
Primeape,0.7975
Mega Garchomp,0.7975
Arcanine,0.798125
Zygarde Half Forme,0.798125
Raticate,0.79875
Kyurem,0.80375
Sigilyph,0.806875
Kyurem White Kyurem,0.8075
Haxorus,0.81
Rayquaza,0.8125
Primal Kyogre,0.81625
Basculin,0.81875
Kyurem Black Kyurem,0.819375
Swanna,0.821875
Dedenne,0.825
Hydreigon,0.828125
Linoone,0.83
Electrode,0.83375
Gourgeist Small Size,0.835
Miltank,0.838125
Tentacruel,0.840625
Ninetales,0.841875
Fearow,0.843125
Cryogonal,0.843125
Volcarona,0.843125
Staraptor,0.845625
Pidgeot,0.845625
Xerneas,0.84625
Genesect,0.84625
Yveltal,0.84625
Mega Kangaskhan,0.8475
Entei,0.84875
Typhlosion,0.84875
Charizard,0.84875
Dodrio,0.849375
Salamence,0.850625
Flygon,0.850625
Zapdos,0.850625
Jirachi,0.850625
Celebi,0.850625
Victini,0.850625
Shaymin Land Forme,0.850625
Mew,0.850625
Manaphy,0.850625
Mega Medicham,0.85125
Mega Glalie,0.85125
Primal Groudon,0.8525
Mega Gardevoir,0.8525
Mega Charizard Y,0.85375
Simipour,0.85375
Simisage,0.85375
Simisear,0.85375
Regigigas,0.855
Mega Charizard X,0.85625
Palkia,0.8575
Mega Blaziken,0.8575
Meowstic Female,0.858125
Meowstic Male,0.858125
Thundurus Therian Forme,0.85875
Landorus Incarnate Forme,0.85875
Furfrou,0.85875
Slaking,0.859375
Emolga,0.8625
Garchomp,0.8625
Mismagius,0.87
Lopunny,0.8775
Jumpluff,0.879375
Delphox,0.879375
Heliolisk,0.879375
Manectric,0.88
Liepard,0.880625
Electabuzz,0.88125
Pyroar,0.883125
Rapidash,0.88875
Scyther,0.889375
Zoroark,0.890625
Swoobat,0.890625
Mega Sharpedo,0.890625
Mienshao,0.890625
Mega Pinsir,0.893125
Ninjask,0.895
Alakazam,0.895
Mega Alakazam,0.895
Galvantula,0.89625
Accelgor,0.9025
Keldeo Resolute Forme,0.905
Keldeo Ordinary Forme,0.905
